id,status_group
70621,functional needs repair
2247,functional needs repair
6935,functional
4418,functional needs repair
60547,functional
135,non functional
24055,functional needs repair
1312,functional
10331,functional
26177,functional needs repair
33162,functional needs repair
7062,functional needs repair
22851,functional needs repair
28423,functional
41251,non functional
20422,functional needs repair
34257,functional needs repair
16064,non functional
40453,functional
54622,functional needs repair
16920,functional needs repair
33310,functional needs repair
22136,functional
63341,functional needs repair
19356,functional
71628,functional
64094,functional
11925,non functional
59084,functional needs repair
37215,functional needs repair
35362,non functional
65020,functional needs repair
3718,functional
44761,functional needs repair
1471,functional needs repair
23132,non functional
40859,functional
62566,functional
22401,functional needs repair
28889,non functional
35117,functional needs repair
61481,functional needs repair
27111,functional
19631,functional needs repair
1482,functional
7428,functional needs repair
3388,functional needs repair
39395,non functional
28660,functional needs repair
47388,functional needs repair
50865,functional needs repair
39358,functional
11569,functional
12754,functional needs repair
36511,functional needs repair
51901,non functional
43635,functional needs repair
49977,functional needs repair
26436,non functional
39764,functional
59511,functional needs repair
67376,non functional
18372,functional needs repair
60995,functional
4370,functional
32477,functional needs repair
61244,functional
14604,functional
16439,functional
57621,functional needs repair
14019,functional needs repair
24041,functional needs repair
1934,functional needs repair
9465,functional needs repair
54058,functional needs repair
29854,non functional
55860,functional needs repair
2174,functional
42337,functional needs repair
69450,non functional
35051,functional needs repair
71593,functional needs repair
8482,functional needs repair
20941,functional needs repair
64392,functional
51397,functional needs repair
41591,functional needs repair
23332,functional needs repair
32115,functional needs repair
41692,functional needs repair
25771,functional needs repair
32552,functional
3331,non functional
54540,functional needs repair
503,functional needs repair
71143,functional needs repair
7807,functional needs repair
57653,functional needs repair
51315,functional needs repair
24220,functional needs repair
67953,functional
54094,functional needs repair
45292,functional
31549,functional needs repair
37511,functional needs repair
68378,functional needs repair
15031,non functional
58739,functional
8089,functional needs repair
21828,functional needs repair
7638,functional needs repair
56568,functional needs repair
29502,functional
14198,non functional
63751,non functional
5928,functional needs repair
42267,functional needs repair
69493,non functional
64556,functional
22629,functional needs repair
49173,functional needs repair
2358,functional needs repair
32709,functional needs repair
28752,functional
7917,functional
29189,functional
2159,functional needs repair
43104,non functional
43457,functional
36883,functional
24201,functional
40839,functional needs repair
27603,functional
58623,functional needs repair
3144,functional needs repair
42970,functional needs repair
30336,functional needs repair
56071,functional needs repair
53451,non functional
35703,functional needs repair
39991,functional needs repair
30947,functional needs repair
22468,functional
62861,functional
53501,functional needs repair
56510,functional needs repair
4508,functional needs repair
57787,functional needs repair
49951,functional needs repair
3872,functional needs repair
56684,functional
67903,functional needs repair
56467,functional needs repair
38739,functional needs repair
18343,functional needs repair
13767,functional
62621,non functional
73869,functional needs repair
70262,functional needs repair
71693,functional needs repair
20174,functional needs repair
15549,functional needs repair
62113,functional needs repair
29511,non functional
9501,functional needs repair
66604,functional needs repair
39581,functional needs repair
36831,functional needs repair
21060,non functional
9519,functional needs repair
64673,functional
32122,non functional
56799,functional needs repair
10080,functional needs repair
13909,non functional
22956,functional needs repair
43508,functional
43680,functional needs repair
9719,non functional
45095,functional
62238,functional needs repair
10929,functional needs repair
72578,non functional
3060,functional
46841,functional needs repair
12034,functional needs repair
16234,functional needs repair
9795,functional
3641,functional needs repair
20787,functional
63937,functional
36040,non functional
67076,functional needs repair
65787,functional needs repair
50760,functional
31362,functional needs repair
63329,functional needs repair
60993,functional needs repair
48268,functional needs repair
13857,functional needs repair
62212,functional needs repair
10234,functional
49460,functional needs repair
67804,functional needs repair
60775,functional needs repair
3648,functional needs repair
40853,functional needs repair
36292,functional
67873,non functional
33543,non functional
64414,functional needs repair
64541,functional needs repair
70060,functional needs repair
63551,non functional
30021,functional needs repair
11373,functional needs repair
2006,functional needs repair
62388,non functional
47949,non functional
23075,functional needs repair
54591,functional needs repair
4415,non functional
18438,non functional
47227,functional needs repair
32803,functional
61007,functional needs repair
65713,functional needs repair
4149,functional needs repair
12758,functional needs repair
13084,functional needs repair
35610,functional needs repair
54093,functional
42439,functional needs repair
40534,functional needs repair
46477,functional needs repair
63169,functional needs repair
4545,functional needs repair
67788,functional needs repair
70091,functional
53996,functional needs repair
17796,functional
55847,functional needs repair
64785,functional needs repair
26140,functional needs repair
56381,functional needs repair
68966,functional
51300,non functional
51757,functional
65640,functional needs repair
21027,functional needs repair
53724,functional needs repair
26908,functional needs repair
25652,functional needs repair
71040,functional needs repair
53348,functional needs repair
19782,functional needs repair
36271,functional needs repair
26541,functional
70464,functional needs repair
59058,non functional
56509,non functional
50996,functional needs repair
70413,non functional
19540,functional needs repair
17886,functional
2095,non functional
61538,functional needs repair
65494,functional needs repair
45491,functional
37220,functional
54218,functional needs repair
59686,functional needs repair
31393,functional needs repair
55054,functional needs repair
21958,non functional
66499,functional needs repair
69750,functional
40828,functional needs repair
10927,functional
52853,functional needs repair
20436,functional
2178,functional needs repair
70197,functional needs repair
42000,functional
58941,functional
61707,functional needs repair
28955,non functional
61906,functional
48164,functional
45217,functional needs repair
56244,functional needs repair
66945,non functional
20655,functional needs repair
7924,functional
19171,non functional
65349,functional needs repair
40561,functional needs repair
1023,functional needs repair
1508,functional needs repair
26647,functional needs repair
70445,functional needs repair
50199,functional needs repair
26964,functional
32219,functional needs repair
16046,functional needs repair
15737,functional needs repair
72539,functional needs repair
67393,functional needs repair
29013,functional
23734,functional
73315,functional
31537,non functional
6953,functional
41659,functional needs repair
4867,non functional
21370,functional needs repair
65133,functional needs repair
9373,non functional
17907,functional needs repair
71828,functional needs repair
72894,functional needs repair
41582,functional needs repair
46838,functional needs repair
70576,functional needs repair
23323,functional needs repair
3973,functional needs repair
65816,functional
43626,functional
66966,functional needs repair
24844,non functional
73066,functional needs repair
67978,functional
13443,functional needs repair
32444,functional needs repair
8155,functional
18982,functional needs repair
24533,functional needs repair
27856,functional
56866,functional
58445,functional needs repair
41621,functional needs repair
63893,functional needs repair
11225,functional needs repair
20613,functional needs repair
39516,functional needs repair
8756,functional needs repair
10638,functional needs repair
50885,functional needs repair
30237,functional
41182,functional needs repair
10502,functional needs repair
50223,non functional
10319,functional needs repair
21019,functional
34756,functional needs repair
57777,functional needs repair
56844,functional needs repair
64906,functional needs repair
32519,functional needs repair
63082,functional
15477,non functional
13846,functional needs repair
51835,functional needs repair
3452,functional needs repair
27034,functional needs repair
8371,non functional
34995,non functional
67500,functional needs repair
18893,functional needs repair
8503,functional
62636,non functional
46592,functional
30362,functional
29200,functional needs repair
48207,functional
5169,functional needs repair
10865,functional needs repair
48994,functional needs repair
27483,functional needs repair
4802,non functional
6024,functional needs repair
52999,functional
12513,functional needs repair
50674,non functional
49108,functional needs repair
72224,functional needs repair
13828,non functional
61051,non functional
43717,functional needs repair
66773,non functional
52059,functional needs repair
14014,functional needs repair
33098,functional needs repair
18004,non functional
49510,functional needs repair
33775,non functional
59126,functional needs repair
60508,functional
69680,functional
32334,functional needs repair
49944,functional needs repair
37219,non functional
34876,functional needs repair
6160,functional
14998,functional
51635,functional needs repair
25806,functional needs repair
28063,non functional
24315,functional
19994,functional needs repair
14533,non functional
22102,functional
55097,functional needs repair
52399,functional needs repair
21410,functional
50788,functional
30143,non functional
31438,functional needs repair
50605,functional needs repair
38138,non functional
37714,functional needs repair
12458,functional needs repair
63847,functional needs repair
38941,functional needs repair
58006,functional
3701,non functional
63176,functional needs repair
32907,functional needs repair
63884,functional needs repair
22345,non functional
58020,functional needs repair
6689,non functional
26308,functional
14398,functional needs repair
14818,functional needs repair
6353,functional needs repair
43839,functional needs repair
2840,functional needs repair
59264,non functional
8560,non functional
21778,non functional
1718,non functional
67618,functional needs repair
66982,non functional
48558,functional needs repair
44952,non functional
68081,functional needs repair
7118,functional needs repair
53226,functional needs repair
72612,functional
15657,functional needs repair
15032,functional
71183,functional needs repair
47231,functional needs repair
59893,functional needs repair
18294,functional needs repair
2375,functional needs repair
24452,functional needs repair
60068,functional needs repair
22177,functional needs repair
15599,functional needs repair
58770,functional needs repair
33128,functional needs repair
6079,functional needs repair
13266,functional needs repair
35442,functional needs repair
61825,functional needs repair
41385,functional needs repair
4520,non functional
69554,functional needs repair
26582,functional needs repair
45162,functional needs repair
51277,functional needs repair
19496,functional needs repair
70560,functional needs repair
22059,functional needs repair
20955,functional
20485,functional
66852,functional
6978,functional
48612,non functional
71666,functional needs repair
24170,non functional
17850,functional needs repair
43902,functional needs repair
56723,functional needs repair
64536,functional needs repair
1233,functional needs repair
42143,functional needs repair
40374,functional needs repair
32954,functional needs repair
68984,non functional
11978,functional
65189,functional needs repair
16038,functional
28449,non functional
56904,functional
64601,functional
72436,non functional
6144,functional needs repair
70599,functional needs repair
70655,functional needs repair
43023,functional
65545,functional needs repair
31000,functional needs repair
26482,functional needs repair
25686,functional
15651,functional
19192,functional needs repair
73785,functional needs repair
2125,functional needs repair
65140,non functional
29595,functional needs repair
5306,functional
45147,functional needs repair
39443,functional needs repair
47769,functional
29520,functional
69998,functional needs repair
34484,functional needs repair
71981,non functional
51469,functional needs repair
17422,functional needs repair
23257,functional needs repair
15856,functional needs repair
228,non functional
35713,functional needs repair
54385,functional needs repair
65399,functional needs repair
5863,non functional
49266,functional needs repair
24312,functional
68374,functional
55651,functional needs repair
52250,functional needs repair
74244,functional needs repair
61104,functional needs repair
19955,functional needs repair
43510,functional needs repair
41099,non functional
51305,non functional
71832,functional needs repair
24812,non functional
57060,non functional
3193,functional
20040,non functional
682,non functional
47417,functional
9536,functional needs repair
56423,functional needs repair
4770,functional
10926,non functional
70775,functional
3344,functional needs repair
7940,functional needs repair
41872,functional needs repair
14226,functional needs repair
1084,functional
29695,functional needs repair
53357,functional needs repair
38502,functional needs repair
45263,functional needs repair
11664,functional needs repair
45951,functional needs repair
31956,functional needs repair
72722,functional needs repair
1457,functional needs repair
58604,functional
10150,functional needs repair
13140,functional
4158,functional needs repair
33365,functional needs repair
2512,non functional
3792,non functional
41158,non functional
49470,functional needs repair
45060,functional needs repair
61264,functional needs repair
42048,non functional
52317,functional needs repair
26066,non functional
5082,functional
39794,functional needs repair
282,functional needs repair
13617,functional needs repair
70883,functional
46582,functional needs repair
18763,functional needs repair
13744,functional needs repair
71273,functional
2447,functional needs repair
74063,functional
33761,functional needs repair
73129,functional needs repair
38438,functional needs repair
66706,non functional
71117,functional
7078,non functional
519,functional needs repair
55708,functional needs repair
38509,functional
57945,functional needs repair
27176,non functional
68377,non functional
849,functional needs repair
47114,non functional
41438,functional
21111,functional needs repair
37406,non functional
10498,functional needs repair
34231,functional needs repair
56341,functional needs repair
18051,functional needs repair
35331,functional
58056,functional needs repair
61167,functional
4920,functional needs repair
40357,functional needs repair
43318,functional
21087,functional needs repair
68111,functional needs repair
11661,functional needs repair
16322,functional
49232,functional needs repair
54765,functional
71388,functional needs repair
18604,functional needs repair
44350,functional needs repair
62598,non functional
43591,functional needs repair
51885,functional needs repair
13290,functional needs repair
12485,non functional
1968,functional needs repair
62032,functional needs repair
13395,non functional
27384,functional needs repair
50484,functional needs repair
23050,functional needs repair
31156,functional needs repair
32559,functional needs repair
70435,non functional
22655,functional needs repair
44573,functional needs repair
9332,functional
46413,non functional
6930,functional needs repair
7830,functional needs repair
30613,functional
2715,functional needs repair
1873,functional needs repair
69719,functional needs repair
31230,non functional
57424,functional needs repair
20682,functional needs repair
23566,functional needs repair
38271,functional needs repair
47572,functional needs repair
71841,functional needs repair
73967,functional needs repair
60861,functional needs repair
20526,functional
38337,functional needs repair
20014,functional needs repair
57709,functional
19588,functional needs repair
27587,functional needs repair
9984,functional needs repair
70608,functional needs repair
64499,non functional
38582,functional needs repair
359,functional
11158,functional needs repair
37242,functional needs repair
71892,functional needs repair
18826,functional needs repair
42859,functional needs repair
52768,functional needs repair
34690,functional needs repair
28004,functional
45813,functional needs repair
56875,functional
14917,functional needs repair
30105,functional needs repair
12955,functional needs repair
44032,non functional
53634,functional needs repair
13922,functional needs repair
67888,functional needs repair
24970,functional needs repair
47673,functional needs repair
12015,functional needs repair
20259,functional needs repair
24333,functional needs repair
48864,functional needs repair
3186,functional needs repair
40617,functional needs repair
39727,functional needs repair
26524,non functional
49963,functional needs repair
33392,functional needs repair
65604,non functional
25439,functional needs repair
32689,functional
39346,functional needs repair
44111,non functional
48509,functional needs repair
58191,non functional
38311,non functional
32588,functional
51097,functional
21616,functional needs repair
1546,functional needs repair
50592,non functional
15153,functional needs repair
60451,functional needs repair
39092,functional needs repair
44066,functional needs repair
44259,functional
1984,functional
61682,functional needs repair
59320,functional needs repair
62678,functional needs repair
2798,functional needs repair
54555,functional needs repair
46806,functional needs repair
67541,functional needs repair
65284,functional needs repair
31265,non functional
34288,functional
38812,functional needs repair
14868,non functional
64873,functional needs repair
22140,functional
11260,non functional
62930,functional needs repair
36875,functional
66406,functional
12160,non functional
60923,functional needs repair
41028,non functional
72710,functional needs repair
51571,functional needs repair
32839,functional needs repair
10978,functional needs repair
30879,functional needs repair
67002,functional needs repair
60951,functional
1889,functional needs repair
51701,functional needs repair
59284,functional needs repair
26460,functional needs repair
23917,functional needs repair
19445,functional needs repair
20634,non functional
48271,functional needs repair
39770,non functional
12535,functional needs repair
9948,functional needs repair
50686,non functional
35931,functional
14955,non functional
48997,functional needs repair
71077,functional
26013,functional needs repair
12541,functional needs repair
10225,functional
48523,functional
44597,functional
18030,non functional
67297,functional needs repair
18418,functional needs repair
8365,functional
31248,non functional
49370,functional
55014,functional
10408,functional
22728,functional needs repair
57343,functional needs repair
42461,functional needs repair
73501,functional needs repair
32679,functional needs repair
52750,functional needs repair
51655,non functional
43087,non functional
66847,functional needs repair
32537,functional needs repair
54168,functional needs repair
45987,functional needs repair
17470,non functional
46205,functional
37807,functional needs repair
9963,functional needs repair
72385,functional
36930,functional needs repair
29101,functional needs repair
26414,functional needs repair
48369,non functional
13017,non functional
49421,functional needs repair
21523,functional
67645,non functional
50154,functional needs repair
62378,functional needs repair
47337,non functional
44517,functional
52483,functional needs repair
60224,non functional
23021,functional
69858,functional needs repair
29599,non functional
64096,functional needs repair
18671,functional needs repair
3281,non functional
72728,functional needs repair
15987,functional
73993,functional needs repair
17644,functional needs repair
37494,functional
47009,functional needs repair
71115,functional needs repair
12145,non functional
28083,functional needs repair
37806,functional needs repair
51762,functional needs repair
1639,non functional
17981,functional needs repair
18042,functional
25894,non functional
18132,functional
9731,functional
10333,functional needs repair
396,functional needs repair
25433,functional needs repair
11399,functional needs repair
31007,functional
18822,functional needs repair
27827,functional needs repair
47700,functional needs repair
14193,functional needs repair
46699,non functional
49699,functional needs repair
72914,functional needs repair
24535,functional needs repair
49846,functional
27110,functional needs repair
29828,functional needs repair
73173,functional needs repair
59807,functional needs repair
30737,functional
50319,functional needs repair
27267,functional needs repair
54308,functional needs repair
41628,functional needs repair
56360,non functional
16622,functional needs repair
43432,functional needs repair
44404,functional needs repair
50354,functional needs repair
68698,functional needs repair
3977,functional needs repair
40031,functional needs repair
23191,non functional
59440,functional
53544,functional needs repair
57825,functional needs repair
35534,non functional
30093,functional needs repair
59732,functional needs repair
50472,functional needs repair
63806,functional needs repair
11743,functional
27778,non functional
4460,non functional
45776,functional needs repair
46743,functional
68878,functional needs repair
20967,functional needs repair
59833,functional needs repair
53635,functional needs repair
45831,functional needs repair
59065,functional
8700,functional needs repair
6965,functional needs repair
56369,non functional
74106,functional needs repair
23763,non functional
38235,non functional
51342,functional needs repair
29236,functional
8314,functional needs repair
38335,non functional
42494,non functional
25358,non functional
52693,functional needs repair
66427,functional
20769,functional
24754,functional needs repair
3797,functional needs repair
53859,functional needs repair
27206,functional needs repair
58407,functional needs repair
13374,functional needs repair
11028,functional needs repair
38930,functional needs repair
26982,non functional
14778,functional needs repair
51587,functional
17015,functional needs repair
25028,functional needs repair
35293,functional
8068,functional needs repair
73052,functional
51753,functional needs repair
15035,functional
60817,functional
55374,functional needs repair
10096,functional needs repair
12074,non functional
50198,non functional
33773,functional needs repair
6287,functional needs repair
16222,functional needs repair
13418,functional needs repair
243,non functional
5673,functional needs repair
38441,functional
57081,functional needs repair
14525,functional needs repair
13389,non functional
65683,functional
21136,functional
34199,functional
25206,functional needs repair
55334,functional
30168,functional needs repair
19998,functional needs repair
27760,functional needs repair
70205,non functional
32421,functional needs repair
40287,functional needs repair
4537,functional needs repair
46300,non functional
49063,functional needs repair
73414,functional
54220,functional needs repair
2838,functional needs repair
46979,functional needs repair
34307,non functional
36899,functional
27797,functional
48131,functional needs repair
70738,non functional
56821,functional needs repair
35203,functional needs repair
67513,functional needs repair
48623,functional needs repair
48526,functional needs repair
71696,functional needs repair
507,functional needs repair
7283,functional needs repair
3421,functional needs repair
15585,non functional
44581,non functional
72733,functional needs repair
46120,non functional
29358,functional needs repair
5664,functional needs repair
2285,functional needs repair
5661,non functional
47657,non functional
40777,non functional
23177,functional
62023,functional needs repair
46834,functional needs repair
54573,functional needs repair
2311,functional
36977,functional needs repair
62283,functional
62935,functional needs repair
28008,functional needs repair
60373,functional needs repair
34523,functional needs repair
46550,non functional
12068,non functional
4365,non functional
49342,functional needs repair
6418,functional needs repair
33741,non functional
53296,functional needs repair
74206,functional needs repair
17681,functional
58387,functional needs repair
33887,functional needs repair
35848,functional needs repair
13667,functional needs repair
38183,functional needs repair
61501,functional needs repair
16185,functional needs repair
69225,functional needs repair
7730,functional
64895,functional needs repair
496,functional
42433,functional needs repair
32757,functional needs repair
16856,functional
3503,functional needs repair
73404,functional
25092,functional needs repair
56114,non functional
67755,functional needs repair
59292,non functional
27131,functional needs repair
36880,functional needs repair
29934,functional needs repair
61140,functional
6375,functional needs repair
57413,non functional
52719,non functional
45534,non functional
57626,functional
1523,functional needs repair
62801,functional needs repair
11025,functional needs repair
66579,functional needs repair
42099,functional
68278,functional needs repair
20349,functional
18762,non functional
67374,functional needs repair
27139,functional needs repair
21420,functional needs repair
52382,non functional
55389,functional
41881,functional needs repair
20879,non functional
39134,functional needs repair
35813,functional needs repair
32770,functional needs repair
9903,functional needs repair
37475,functional needs repair
3618,functional needs repair
31199,functional needs repair
1018,non functional
57876,functional needs repair
44128,functional needs repair
22587,functional needs repair
1143,functional needs repair
48065,functional needs repair
13308,non functional
35288,functional needs repair
60567,functional
46380,functional needs repair
36502,non functional
73978,functional needs repair
19960,non functional
22394,functional
49214,functional needs repair
23581,functional needs repair
58744,functional needs repair
18540,non functional
37429,functional needs repair
11726,functional
24187,functional needs repair
25907,non functional
68307,non functional
36577,functional needs repair
5752,functional needs repair
17460,functional needs repair
24211,non functional
64039,non functional
35159,functional needs repair
36922,functional needs repair
1228,functional needs repair
14928,functional
31814,functional needs repair
38492,functional needs repair
8754,functional needs repair
68130,functional needs repair
19092,functional needs repair
36898,functional needs repair
48574,functional
54791,functional needs repair
57644,functional
43217,functional needs repair
14922,functional
64775,functional needs repair
59160,non functional
38141,functional needs repair
51518,functional needs repair
43481,functional
36632,functional
4347,functional needs repair
57963,non functional
73460,functional
26874,functional
45280,functional needs repair
50748,functional needs repair
33993,functional needs repair
11535,functional needs repair
13028,functional needs repair
39580,functional needs repair
66084,functional needs repair
72376,non functional
63494,non functional
5560,non functional
53309,functional needs repair
17248,non functional
38848,functional needs repair
29171,functional needs repair
12765,functional needs repair
72042,functional
45045,functional needs repair
30553,functional needs repair
15746,functional needs repair
71754,functional needs repair
26176,functional needs repair
40403,non functional
64029,functional needs repair
56238,functional needs repair
52432,functional needs repair
38677,non functional
2448,functional needs repair
73548,functional
51078,functional needs repair
27549,functional needs repair
886,functional
62399,non functional
70385,functional needs repair
60247,functional
48622,functional needs repair
43977,functional
2609,non functional
66087,functional needs repair
63428,functional needs repair
57506,functional needs repair
31307,functional needs repair
51965,functional needs repair
9288,functional needs repair
68778,functional needs repair
22485,functional needs repair
57533,functional needs repair
6589,functional needs repair
4402,functional needs repair
33976,functional needs repair
24206,functional
16883,functional needs repair
68280,functional needs repair
60751,non functional
57895,non functional
73433,non functional
59045,functional
62351,functional needs repair
32272,functional
34754,functional needs repair
8809,functional needs repair
35885,functional needs repair
39827,functional needs repair
63158,functional needs repair
28801,functional needs repair
52813,functional needs repair
21457,non functional
17610,non functional
4984,functional needs repair
37979,non functional
62974,functional needs repair
47204,functional needs repair
57616,functional needs repair
35329,functional needs repair
10767,functional needs repair
39234,functional needs repair
28022,functional
19427,functional needs repair
57156,functional needs repair
25669,functional
71153,functional needs repair
43875,functional needs repair
3448,functional needs repair
9629,functional
17846,functional
22620,functional
2246,non functional
28894,functional
46489,functional
39041,functional needs repair
65364,non functional
7226,functional
2650,functional needs repair
7706,functional needs repair
23147,functional
4797,functional needs repair
23043,functional needs repair
13339,non functional
4229,functional
15853,functional
4180,functional needs repair
15068,functional needs repair
35611,functional needs repair
32401,functional needs repair
4110,functional needs repair
62206,functional
23600,functional needs repair
35239,functional
18252,functional needs repair
18152,functional needs repair
21850,functional needs repair
47509,functional needs repair
13585,functional needs repair
16501,functional needs repair
9576,non functional
39351,functional needs repair
40022,functional needs repair
11435,functional
26631,functional needs repair
21565,functional needs repair
40163,functional
13859,functional needs repair
50767,functional needs repair
1932,functional
15282,functional needs repair
73231,functional
36347,functional
22076,functional
32903,non functional
31789,functional needs repair
67095,non functional
41894,functional needs repair
9150,functional needs repair
24822,functional needs repair
40477,functional needs repair
43193,functional
33377,functional needs repair
5889,functional needs repair
68402,functional needs repair
11690,non functional
9583,non functional
14643,functional
33152,functional needs repair
45285,functional
11776,non functional
21082,functional needs repair
11224,functional needs repair
708,functional needs repair
24269,functional needs repair
66094,functional needs repair
29402,functional needs repair
2132,functional
31876,non functional
24888,functional needs repair
17297,functional needs repair
63391,functional needs repair
65405,functional needs repair
27306,functional needs repair
53792,functional needs repair
33760,functional
36858,functional
21982,functional needs repair
47898,functional
45931,functional needs repair
24282,functional needs repair
57867,functional needs repair
2268,functional needs repair
42870,functional needs repair
51026,non functional
69496,functional
46258,functional
53653,non functional
8511,non functional
6437,functional needs repair
45277,functional
53647,non functional
45297,functional needs repair
12871,functional needs repair
73567,non functional
37196,functional needs repair
33031,functional needs repair
50322,functional needs repair
38362,non functional
48934,non functional
50098,non functional
25161,functional needs repair
69627,functional needs repair
37050,functional
40161,functional
8596,non functional
17636,functional needs repair
14577,functional
56393,functional needs repair
12822,functional needs repair
41075,functional
37885,functional needs repair
68842,functional
66015,functional
21780,functional needs repair
6796,functional needs repair
56069,functional
54247,functional needs repair
40874,functional needs repair
27638,functional needs repair
57276,functional needs repair
15827,functional
59544,functional
46615,non functional
68917,functional needs repair
32281,functional needs repair
20795,functional needs repair
3775,non functional
56610,non functional
14626,functional needs repair
58335,non functional
27434,functional needs repair
45224,functional needs repair
21863,functional needs repair
13646,functional
45316,non functional
39015,functional needs repair
62036,functional needs repair
19035,functional
46630,functional needs repair
15059,non functional
32074,functional
39871,functional
32047,functional needs repair
9958,functional needs repair
38679,non functional
67067,non functional
45840,non functional
71345,functional needs repair
28783,functional
56300,non functional
25363,functional needs repair
57254,functional needs repair
4852,functional needs repair
37650,non functional
37830,functional needs repair
55583,functional
47834,functional
33053,functional needs repair
40053,functional needs repair
35615,functional needs repair
41935,functional needs repair
53719,functional needs repair
42782,functional needs repair
24343,functional needs repair
44635,functional
46200,functional needs repair
31185,functional needs repair
16460,functional needs repair
17353,functional
5891,functional needs repair
24375,functional
5203,non functional
62385,functional
56459,functional needs repair
29879,functional
51522,functional needs repair
35245,functional
40141,functional
4870,functional needs repair
29726,non functional
43211,functional needs repair
62320,functional needs repair
49299,functional
35963,functional
24820,functional needs repair
31300,functional needs repair
47524,functional needs repair
3102,functional
65536,functional needs repair
61221,functional needs repair
72699,non functional
67398,functional needs repair
13994,functional needs repair
27826,functional
1379,functional needs repair
2681,functional
53171,non functional
2389,functional needs repair
55799,functional needs repair
59952,functional
13243,functional needs repair
52845,functional needs repair
7141,functional needs repair
36793,functional needs repair
28913,functional
22001,functional
38907,functional
11162,functional needs repair
31701,functional needs repair
19800,functional needs repair
68622,functional needs repair
36197,functional needs repair
41645,functional needs repair
41299,functional needs repair
63689,functional
64196,functional
3309,functional needs repair
60962,functional needs repair
69933,functional needs repair
58960,functional needs repair
52915,functional needs repair
24332,functional needs repair
46346,non functional
73840,functional needs repair
20540,non functional
25032,functional needs repair
55800,functional needs repair
30448,functional
31637,functional
57334,functional needs repair
19040,functional needs repair
16127,functional
18166,functional needs repair
37428,functional needs repair
60465,functional needs repair
38724,functional
56443,functional needs repair
13307,functional needs repair
40329,functional needs repair
845,functional needs repair
36907,functional needs repair
39583,functional needs repair
29041,functional needs repair
57528,non functional
33196,non functional
14740,non functional
52667,functional
403,functional
59130,functional needs repair
45426,functional needs repair
66786,functional needs repair
53110,functional needs repair
12745,functional needs repair
26571,non functional
21083,non functional
55246,functional needs repair
23085,functional needs repair
41860,functional needs repair
65999,functional needs repair
4741,functional needs repair
8189,functional needs repair
45623,functional needs repair
51651,functional needs repair
3575,functional
73396,functional needs repair
70645,functional needs repair
55369,functional needs repair
16473,functional needs repair
68346,functional
9481,functional
21439,functional needs repair
835,functional needs repair
24667,functional needs repair
64713,functional needs repair
35303,non functional
62990,functional needs repair
40591,functional needs repair
15240,functional
36088,non functional
18110,functional
2314,functional needs repair
14209,functional needs repair
44542,non functional
16684,functional
18841,functional needs repair
12368,functional needs repair
60453,functional needs repair
66939,functional needs repair
69334,functional needs repair
50057,functional
59836,functional needs repair
44365,functional
23168,functional needs repair
27877,functional
23909,functional needs repair
15424,functional needs repair
46084,non functional
26292,functional needs repair
28159,functional needs repair
57935,functional needs repair
48599,functional needs repair
768,functional needs repair
62438,functional needs repair
27414,functional needs repair
46750,functional needs repair
16436,functional needs repair
32535,functional needs repair
41758,functional
66899,functional needs repair
24670,non functional
31459,functional needs repair
66195,functional needs repair
54881,functional needs repair
52075,functional needs repair
41587,functional needs repair
60141,functional needs repair
41043,functional
43950,functional needs repair
48121,functional needs repair
65965,functional needs repair
70664,functional needs repair
4887,functional needs repair
62128,functional needs repair
62993,non functional
54823,functional needs repair
67336,functional needs repair
11461,functional needs repair
6405,non functional
3604,non functional
13496,functional needs repair
69465,functional needs repair
52159,functional
62523,functional
12909,functional needs repair
9031,functional needs repair
38142,functional needs repair
9976,non functional
12457,functional needs repair
83,non functional
41441,functional needs repair
37002,non functional
14445,functional needs repair
49312,functional needs repair
37763,functional
18581,non functional
17791,functional needs repair
37664,functional
55316,non functional
67418,non functional
62465,functional needs repair
8682,functional needs repair
18905,functional
8129,functional needs repair
6490,functional
58222,functional
26087,functional needs repair
54721,functional
2986,functional needs repair
62250,functional needs repair
13215,functional needs repair
40638,functional
52286,functional needs repair
56328,non functional
66140,functional needs repair
73270,functional
46918,functional needs repair
37800,functional needs repair
42236,functional
57022,non functional
32769,functional needs repair
60417,functional
18381,non functional
45799,functional needs repair
16607,functional needs repair
34727,non functional
65469,functional needs repair
44913,non functional
50367,functional needs repair
50806,functional needs repair
40770,functional needs repair
3166,functional needs repair
43932,functional needs repair
9054,functional needs repair
3088,functional needs repair
55589,functional
56199,functional needs repair
43749,functional
70409,functional needs repair
47010,functional needs repair
30427,functional needs repair
31052,functional
14338,functional needs repair
53535,non functional
54524,functional
34913,functional needs repair
70918,functional needs repair
55805,functional
46480,non functional
6477,functional
68683,functional needs repair
64153,functional needs repair
5836,functional needs repair
47654,functional
47513,functional needs repair
70105,functional needs repair
65915,functional needs repair
72961,functional needs repair
20292,functional needs repair
9641,functional
43467,functional needs repair
34468,non functional
24910,functional needs repair
59441,functional needs repair
73772,functional needs repair
67356,functional needs repair
5377,non functional
56133,functional
38004,functional needs repair
65662,functional needs repair
68465,non functional
9610,functional needs repair
13502,functional needs repair
53131,functional needs repair
43862,functional needs repair
41294,functional needs repair
29623,functional
73956,non functional
69743,non functional
54200,functional
24857,non functional
46305,functional needs repair
26411,functional
62264,functional
31079,functional needs repair
43949,functional needs repair
